database,dataset,scale,difficulty,recall_at_1,recall_at_10,recall_at_100,mrr,ndcg_at_10,ndcg_at_100,latency_mean_ms,latency_p99_ms,index_build_time_s,peak_memory_mb
AttentionDB (CPU),synthetic,1000,Easy,0.0100,0.0765,0.7537,1.0000,1.0000,0.9963,2.65,11.46,0.00,0.0
